Filename,Age,Mean F0,Mean Confidence,Fallback Used
17Y-097A-X2-05.wav,17.0,368.10143345387354,0.6947253516829405,"No Fallback, 90% Confidence"
7Y-019A-X1-08.wav,7.0,827.5748628351708,0.7323861295978228,"No Fallback, 90% Confidence"
16Y-094A-M1-03.wav,16.0,275.56246366941025,0.5082977493775303,"No Fallback, 90% Confidence"
0.5Y-022A-F1-08.wav,0.5,963.4050861893796,0.7020751680876758,"No Fallback, 90% Confidence"
6Y-002B-M3-06.wav,6.0,496.8819161996539,0.6725565907163699,"No Fallback, 90% Confidence"
6Y-002B-M3-12.wav,6.0,447.7754649943884,0.6136110474744553,"No Fallback, 90% Confidence"
1Y-010A-M1-03.wav,1.0,386.59995306899214,0.7984210536198084,"No Fallback, 90% Confidence"
7Y-019A-X4-04.wav,7.0,659.4626532872654,0.6895236439175076,"No Fallback, 90% Confidence"
15Y-106A-M1-AW-02.wav,15.0,661.0882540598151,0.4072696996085784,"No Fallback, 90% Confidence"
18Y-059A-M-08.wav,18.0,345.10619374939273,0.6076187902036008,"No Fallback, 90% Confidence"
13Y-055A-F-16.wav,13.0,331.69343000588407,0.839681269509809,"No Fallback, 90% Confidence"
6Y-002B-M1-03.wav,6.0,439.82369482791233,0.8159435274345535,"No Fallback, 90% Confidence"
4Y-074A-M-01.wav,4.0,659.5987765076654,0.5023356524031999,"No Fallback, 90% Confidence"
0Y-047A-15.wav,0.0,658.0485422855684,0.9003976885229349,"No Fallback, 90% Confidence"
0Y-047A-01.wav,0.0,734.3005146749764,0.8526911873505602,"No Fallback, 90% Confidence"
4Y-074A-M-15.wav,4.0,520.8922227758966,0.7283901740845881,"No Fallback, 90% Confidence"
1Y-063A-X-05.wav,1.0,821.3041127211349,0.560608001686232,"No Fallback, 90% Confidence"
17Y-097A-X-07.wav,17.0,408.70743877624926,0.7276959023247026,"No Fallback, 90% Confidence"
3Y-029A-M1-06.wav,3.0,381.05978843066873,0.8886821449480273,"No Fallback, 90% Confidence"
1Y-063A-X-11.wav,1.0,700.1466743510033,0.39742365140940933,"No Fallback, 90% Confidence"
2Y-031A-F2-01.wav,2.0,577.2884936930892,0.47721138425372744,Fallback to Mid Confidence (75%)
1Y-063A-X-10.wav,1.0,744.9312104693993,0.4970267602801323,Fallback to Mid Confidence (75%)
17Y-097A-X-06.wav,17.0,371.9930666620287,0.847995036918866,"No Fallback, 90% Confidence"
1Y-063A-X-04.wav,1.0,1059.1840808403845,0.4653875691120524,"No Fallback, 90% Confidence"
3Y-029A-M1-07.wav,3.0,392.50666427522407,0.8941710356702196,"No Fallback, 90% Confidence"
4Y-074A-M-14.wav,4.0,660.7275569536242,0.7835419837678417,"No Fallback, 90% Confidence"
0Y-047A-14.wav,0.0,672.945659226871,0.8048964049442705,"No Fallback, 90% Confidence"
6Y-002B-M1-02.wav,6.0,513.3295716808367,0.7203819792717695,"No Fallback, 90% Confidence"
18Y-059A-M-09.wav,18.0,351.95536569133026,0.4981858700327575,"No Fallback, 90% Confidence"
15Y-106A-M1-AW-03.wav,15.0,33.51430141864738,0.13816376235336064,Fallback to All Data
1Y-010A-M1-02.wav,1.0,390.53860110002404,0.7607382596723492,"No Fallback, 90% Confidence"
13Y-016A-M1-01.wav,13.0,659.9520095084298,0.338368768668801,"No Fallback, 90% Confidence"
2Y-069A-X-01.wav,2.0,549.2627843661354,0.6355142518877983,"No Fallback, 90% Confidence"
6Y-002A-F2-01.wav,6.0,730.9191968198736,0.4644992958176239,Fallback to Mid Confidence (75%)
1Y-067A-M-01.wav,1.0,817.7213789791055,0.8056482322089658,"No Fallback, 90% Confidence"
6Y-002B-M3-13.wav,6.0,512.026812452339,0.4171058940051427,Fallback to Mid Confidence (75%)
6Y-002B-M3-07.wav,6.0,533.2341744087954,0.6611250776468831,Fallback to Mid Confidence (75%)
0.5Y-022A-F1-09.wav,0.5,883.767111221546,0.8530464913394,"No Fallback, 90% Confidence"
2Y-000B-F2-02.wav,2.0,563.9656852888037,0.7013147758512661,"No Fallback, 90% Confidence"
16Y-094A-M1-02.wav,16.0,257.9923515399746,0.44173183252236675,"No Fallback, 90% Confidence"
7Y-019A-X1-09.wav,7.0,754.9098330229189,0.8126542963858309,"No Fallback, 90% Confidence"
10Y-001A-M5-01.wav,10.0,426.60316704296,0.7083806743782558,"No Fallback, 90% Confidence"
17Y-097A-X2-04.wav,17.0,373.2496696191039,0.7846288631760305,"No Fallback, 90% Confidence"
10Y-103A-M1-NC-15.wav,10.0,364.54691206941305,0.5441513125385556,Fallback to Mid Confidence (75%)
10Y-103A-M1-NC-01.wav,10.0,498.8533929656674,0.635168529043977,"No Fallback, 90% Confidence"
10Y-103A-M1-NC-29.wav,10.0,472.05733684586386,0.7074990054326398,"No Fallback, 90% Confidence"
10Y-101A-F1-GH-08.wav,10.0,478.99840671963665,0.8405650891363621,"No Fallback, 90% Confidence"
0Y-049A.wav,0.0,1034.8734960880706,0.2486014369254311,Fallback to Mid Confidence (75%)
10Y-103A-M1-NC-17.wav,10.0,336.9697683067856,0.7526764571666718,"No Fallback, 90% Confidence"
10Y-103A-M1-NC-03.wav,10.0,1038.1531212772245,0.178537005168754,Fallback to All Data
6Y-002B-M3-11.wav,6.0,533.7780688053656,0.7417444135203506,"No Fallback, 90% Confidence"
6Y-002B-M3-05.wav,6.0,500.93659523412725,0.7642699311278305,"No Fallback, 90% Confidence"
1Y-067A-M-03.wav,1.0,776.3346229154398,0.7950768831830758,"No Fallback, 90% Confidence"
13Y-016A-M1-03.wav,13.0,523.504754022844,0.3007618286406043,Fallback to Mid Confidence (75%)
15Y-106A-M1-AW-01.wav,15.0,858.9230687357403,0.7389684132706951,"No Fallback, 90% Confidence"
13Y-055A-F-15.wav,13.0,345.9206383786933,0.8157489287356535,"No Fallback, 90% Confidence"
1Y-075A-M-04.wav,1.0,653.3037520595122,0.7798913905154103,"No Fallback, 90% Confidence"
0Y-047A-02.wav,0.0,740.6511291814895,0.87847118555885,"No Fallback, 90% Confidence"
4Y-074A-M-16.wav,4.0,404.0763850972176,0.6612709010831821,"No Fallback, 90% Confidence"
4Y-074A-M-02.wav,4.0,699.1743406405852,0.7255383576582937,"No Fallback, 90% Confidence"
0Y-047A-16.wav,0.0,656.6274846701293,0.7839308274888445,"No Fallback, 90% Confidence"
